"Step","go-20231026_131658 - train_loss","go-20231026_131658 - train_loss__MIN","go-20231026_131658 - train_loss__MAX","ruby-20231025_235507 - train_loss","ruby-20231025_235507 - train_loss__MIN","ruby-20231025_235507 - train_loss__MAX","javascript-20231025_172654 - train_loss","javascript-20231025_172654 - train_loss__MIN","javascript-20231025_172654 - train_loss__MAX","java-20231025_112721 - train_loss","java-20231025_112721 - train_loss__MIN","java-20231025_112721 - train_loss__MAX","php-20231016_001159 - train_loss","php-20231016_001159 - train_loss__MIN","php-20231016_001159 - train_loss__MAX","python-20231015_143112 - train_loss","python-20231015_143112 - train_loss__MIN","python-20231015_143112 - train_loss__MAX"
"5750","2.5188","2.5188","2.5188","2.5224","2.5224","2.5224","2.519","2.519","2.519","2.5186","2.5186","2.5186","2.3825","2.3825","2.3825","2.8613","2.8613","2.8613"
"5760","2.5195","2.5195","2.5195","2.5231","2.5231","2.5231","2.5198","2.5198","2.5198","2.5193","2.5193","2.5193","2.3819","2.3819","2.3819","2.8613","2.8613","2.8613"
"5770","2.5197","2.5197","2.5197","2.5234","2.5234","2.5234","2.52","2.52","2.52","2.5196","2.5196","2.5196","2.382","2.382","2.382","2.8607","2.8607","2.8607"
"5780","2.5206","2.5206","2.5206","2.5243","2.5243","2.5243","2.5209","2.5209","2.5209","2.5204","2.5204","2.5204","2.3815","2.3815","2.3815","2.8606","2.8606","2.8606"
"5790","2.5197","2.5197","2.5197","2.5234","2.5234","2.5234","2.52","2.52","2.52","2.5196","2.5196","2.5196","2.3817","2.3817","2.3817","2.8607","2.8607","2.8607"
"5800","2.5029","2.5029","2.5029","2.5072","2.5072","2.5072","2.5033","2.5033","2.5033","2.5037","2.5037","2.5037","2.3821","2.3821","2.3821","2.8603","2.8603","2.8603"
"5810","2.4692","2.4692","2.4692","2.4727","2.4727","2.4727","2.4695","2.4695","2.4695","2.4693","2.4693","2.4693","2.3822","2.3822","2.3822","2.86","2.86","2.86"
"5820","2.4803","2.4803","2.4803","2.4837","2.4837","2.4837","2.4809","2.4809","2.4809","2.4802","2.4802","2.4802","2.383","2.383","2.383","2.86","2.86","2.86"
"5830","2.4819","2.4819","2.4819","2.4855","2.4855","2.4855","2.4823","2.4823","2.4823","2.4816","2.4816","2.4816","2.3827","2.3827","2.3827","2.8597","2.8597","2.8597"
"5840","2.4781","2.4781","2.4781","2.4817","2.4817","2.4817","2.4785","2.4785","2.4785","2.4779","2.4779","2.4779","2.386","2.386","2.386","2.8593","2.8593","2.8593"
"5850","2.4757","2.4757","2.4757","2.4795","2.4795","2.4795","2.4761","2.4761","2.4761","2.4755","2.4755","2.4755","2.3856","2.3856","2.3856","2.8592","2.8592","2.8592"
"5860","2.4747","2.4747","2.4747","2.4784","2.4784","2.4784","2.4751","2.4751","2.4751","2.4745","2.4745","2.4745","2.3867","2.3867","2.3867","2.8592","2.8592","2.8592"
"5870","2.4821","2.4821","2.4821","2.4859","2.4859","2.4859","2.4825","2.4825","2.4825","2.4819","2.4819","2.4819","2.3871","2.3871","2.3871","2.8588","2.8588","2.8588"
"5880","2.4868","2.4868","2.4868","2.4908","2.4908","2.4908","2.4871","2.4871","2.4871","2.4866","2.4866","2.4866","2.3887","2.3887","2.3887","2.8585","2.8585","2.8585"
"5890","2.485","2.485","2.485","2.4889","2.4889","2.4889","2.4854","2.4854","2.4854","2.4848","2.4848","2.4848","2.3874","2.3874","2.3874","2.8583","2.8583","2.8583"
"5900","2.4851","2.4851","2.4851","2.4892","2.4892","2.4892","2.4855","2.4855","2.4855","2.485","2.485","2.485","2.3892","2.3892","2.3892","2.8109","2.8109","2.8109"
"5910","2.4883","2.4883","2.4883","2.4922","2.4922","2.4922","2.4887","2.4887","2.4887","2.4882","2.4882","2.4882","2.3897","2.3897","2.3897","2.7799","2.7799","2.7799"
"5920","2.4863","2.4863","2.4863","2.4901","2.4901","2.4901","2.4867","2.4867","2.4867","2.4862","2.4862","2.4862","2.3886","2.3886","2.3886","2.7613","2.7613","2.7613"
"5930","2.489","2.489","2.489","2.4928","2.4928","2.4928","2.4894","2.4894","2.4894","2.4889","2.4889","2.4889","2.3895","2.3895","2.3895","2.7602","2.7602","2.7602"
"5940","2.4906","2.4906","2.4906","2.4942","2.4942","2.4942","2.491","2.491","2.491","2.4904","2.4904","2.4904","2.39","2.39","2.39","2.7572","2.7572","2.7572"
"5950","2.4894","2.4894","2.4894","2.493","2.493","2.493","2.4897","2.4897","2.4897","2.4892","2.4892","2.4892","2.3888","2.3888","2.3888","2.7602","2.7602","2.7602"
"5960","2.4882","2.4882","2.4882","2.4917","2.4917","2.4917","2.4885","2.4885","2.4885","2.488","2.488","2.488","2.3904","2.3904","2.3904","2.7636","2.7636","2.7636"
"5970","2.489","2.489","2.489","2.4926","2.4926","2.4926","2.4893","2.4893","2.4893","2.4888","2.4888","2.4888","2.3903","2.3903","2.3903","2.7692","2.7692","2.7692"
"5980","2.489","2.489","2.489","2.4925","2.4925","2.4925","2.4893","2.4893","2.4893","2.4888","2.4888","2.4888","2.3899","2.3899","2.3899","2.7677","2.7677","2.7677"
"5990","2.4883","2.4883","2.4883","2.4918","2.4918","2.4918","2.4886","2.4886","2.4886","2.4881","2.4881","2.4881","2.3914","2.3914","2.3914","2.7648","2.7648","2.7648"
"6000","2.4891","2.4891","2.4891","2.4926","2.4926","2.4926","2.4893","2.4893","2.4893","2.4889","2.4889","2.4889","2.392","2.392","2.392","2.764","2.764","2.764"
"6010","2.49","2.49","2.49","2.4936","2.4936","2.4936","2.4903","2.4903","2.4903","2.4899","2.4899","2.4899","2.3918","2.3918","2.3918","2.7645","2.7645","2.7645"
"6020","2.4887","2.4887","2.4887","2.4923","2.4923","2.4923","2.489","2.489","2.489","2.4886","2.4886","2.4886","2.3932","2.3932","2.3932","2.7648","2.7648","2.7648"
"6030","2.4884","2.4884","2.4884","2.492","2.492","2.492","2.4886","2.4886","2.4886","2.4882","2.4882","2.4882","2.3933","2.3933","2.3933","2.764","2.764","2.764"
"6040","2.4875","2.4875","2.4875","2.4911","2.4911","2.4911","2.4878","2.4878","2.4878","2.4874","2.4874","2.4874","2.3937","2.3937","2.3937","2.7647","2.7647","2.7647"
"6050","2.4883","2.4883","2.4883","2.4918","2.4918","2.4918","2.4885","2.4885","2.4885","2.4881","2.4881","2.4881","2.3927","2.3927","2.3927","2.7642","2.7642","2.7642"
"6060","2.488","2.488","2.488","2.4916","2.4916","2.4916","2.4883","2.4883","2.4883","2.4878","2.4878","2.4878","2.3934","2.3934","2.3934","2.7678","2.7678","2.7678"
"6070","2.4884","2.4884","2.4884","2.492","2.492","2.492","2.4887","2.4887","2.4887","2.4883","2.4883","2.4883","2.3931","2.3931","2.3931","2.7694","2.7694","2.7694"
"6080","2.4849","2.4849","2.4849","2.4885","2.4885","2.4885","2.4852","2.4852","2.4852","2.4847","2.4847","2.4847","2.3921","2.3921","2.3921","2.7706","2.7706","2.7706"
"6090","2.4846","2.4846","2.4846","2.4882","2.4882","2.4882","2.4849","2.4849","2.4849","2.4844","2.4844","2.4844","2.3931","2.3931","2.3931","2.7691","2.7691","2.7691"
"6100","2.484","2.484","2.484","2.4876","2.4876","2.4876","2.4842","2.4842","2.4842","2.4838","2.4838","2.4838","2.3937","2.3937","2.3937","2.7692","2.7692","2.7692"
"6110","2.4833","2.4833","2.4833","2.4869","2.4869","2.4869","2.4836","2.4836","2.4836","2.4832","2.4832","2.4832","2.3935","2.3935","2.3935","2.7698","2.7698","2.7698"
"6120","2.483","2.483","2.483","2.4867","2.4867","2.4867","2.4833","2.4833","2.4833","2.4829","2.4829","2.4829","2.393","2.393","2.393","2.77","2.77","2.77"
"6130","2.4821","2.4821","2.4821","2.4857","2.4857","2.4857","2.4823","2.4823","2.4823","2.4819","2.4819","2.4819","2.3922","2.3922","2.3922","2.7695","2.7695","2.7695"
"6140","2.4813","2.4813","2.4813","2.485","2.485","2.485","2.4816","2.4816","2.4816","2.4812","2.4812","2.4812","2.3917","2.3917","2.3917","2.7688","2.7688","2.7688"
"6150","2.4815","2.4815","2.4815","2.4852","2.4852","2.4852","2.4818","2.4818","2.4818","2.4814","2.4814","2.4814","2.3922","2.3922","2.3922","2.7706","2.7706","2.7706"
"6160","2.4822","2.4822","2.4822","2.4859","2.4859","2.4859","2.4824","2.4824","2.4824","2.482","2.482","2.482","2.3922","2.3922","2.3922","2.7707","2.7707","2.7707"
"6170","2.482","2.482","2.482","2.4857","2.4857","2.4857","2.4823","2.4823","2.4823","2.4819","2.4819","2.4819","2.3919","2.3919","2.3919","2.7707","2.7707","2.7707"
"6180","2.4816","2.4816","2.4816","2.4853","2.4853","2.4853","2.4819","2.4819","2.4819","2.4815","2.4815","2.4815","2.392","2.392","2.392","2.7704","2.7704","2.7704"
"6190","2.4823","2.4823","2.4823","2.486","2.486","2.486","2.4826","2.4826","2.4826","2.4822","2.4822","2.4822","2.3917","2.3917","2.3917","2.7704","2.7704","2.7704"
"6200","2.483","2.483","2.483","2.4867","2.4867","2.4867","2.4833","2.4833","2.4833","2.4829","2.4829","2.4829","2.3911","2.3911","2.3911","2.7712","2.7712","2.7712"
"6210","2.4833","2.4833","2.4833","2.487","2.487","2.487","2.4836","2.4836","2.4836","2.4832","2.4832","2.4832","2.3912","2.3912","2.3912","2.7712","2.7712","2.7712"
"6220","2.4829","2.4829","2.4829","2.4866","2.4866","2.4866","2.4832","2.4832","2.4832","2.4828","2.4828","2.4828","2.3921","2.3921","2.3921","2.7714","2.7714","2.7714"
"6230","2.4827","2.4827","2.4827","2.4864","2.4864","2.4864","2.483","2.483","2.483","2.4826","2.4826","2.4826","2.3925","2.3925","2.3925","2.7718","2.7718","2.7718"
"6240","2.4825","2.4825","2.4825","2.4862","2.4862","2.4862","2.4828","2.4828","2.4828","2.4824","2.4824","2.4824","2.3929","2.3929","2.3929","2.7721","2.7721","2.7721"
"6250","2.4827","2.4827","2.4827","2.4864","2.4864","2.4864","2.483","2.483","2.483","2.4826","2.4826","2.4826","2.393","2.393","2.393","2.7715","2.7715","2.7715"
"6260","2.4828","2.4828","2.4828","2.4865","2.4865","2.4865","2.4831","2.4831","2.4831","2.4827","2.4827","2.4827","2.3927","2.3927","2.3927","2.7708","2.7708","2.7708"
"6270","2.4832","2.4832","2.4832","2.4869","2.4869","2.4869","2.4835","2.4835","2.4835","2.4831","2.4831","2.4831","2.393","2.393","2.393","2.771","2.771","2.771"
"6280","2.482","2.482","2.482","2.4858","2.4858","2.4858","2.4824","2.4824","2.4824","2.4819","2.4819","2.4819","2.3926","2.3926","2.3926","2.7714","2.7714","2.7714"
"6290","2.4825","2.4825","2.4825","2.4862","2.4862","2.4862","2.4828","2.4828","2.4828","2.4824","2.4824","2.4824","2.3925","2.3925","2.3925","2.7709","2.7709","2.7709"
"6300","2.4823","2.4823","2.4823","2.486","2.486","2.486","2.4826","2.4826","2.4826","2.4822","2.4822","2.4822","2.3923","2.3923","2.3923","2.7697","2.7697","2.7697"
"6310","2.4829","2.4829","2.4829","2.4866","2.4866","2.4866","2.4832","2.4832","2.4832","2.4828","2.4828","2.4828","2.3923","2.3923","2.3923","2.77","2.77","2.77"
"6320","2.4831","2.4831","2.4831","2.4868","2.4868","2.4868","2.4834","2.4834","2.4834","2.483","2.483","2.483","2.3923","2.3923","2.3923","2.7703","2.7703","2.7703"
"6330","2.4828","2.4828","2.4828","2.4865","2.4865","2.4865","2.4831","2.4831","2.4831","2.4827","2.4827","2.4827","2.392","2.392","2.392","2.7701","2.7701","2.7701"
"6340","2.4829","2.4829","2.4829","2.4866","2.4866","2.4866","2.4832","2.4832","2.4832","2.4828","2.4828","2.4828","2.3917","2.3917","2.3917","2.7704","2.7704","2.7704"
"6350","2.4834","2.4834","2.4834","2.4871","2.4871","2.4871","2.4837","2.4837","2.4837","2.4833","2.4833","2.4833","2.392","2.392","2.392","2.7705","2.7705","2.7705"
"6360","2.4846","2.4846","2.4846","2.4883","2.4883","2.4883","2.4849","2.4849","2.4849","2.4845","2.4845","2.4845","2.3921","2.3921","2.3921","2.7703","2.7703","2.7703"
"6370","2.4845","2.4845","2.4845","2.4882","2.4882","2.4882","2.4847","2.4847","2.4847","2.4844","2.4844","2.4844","2.392","2.392","2.392","2.7699","2.7699","2.7699"
"6380","2.4837","2.4837","2.4837","2.4874","2.4874","2.4874","2.484","2.484","2.484","2.4837","2.4837","2.4837","2.392","2.392","2.392","2.7707","2.7707","2.7707"
"6390","2.4839","2.4839","2.4839","2.4876","2.4876","2.4876","2.4842","2.4842","2.4842","2.4838","2.4838","2.4838","2.3919","2.3919","2.3919","2.7704","2.7704","2.7704"
"6400","2.4848","2.4848","2.4848","2.4885","2.4885","2.4885","2.4851","2.4851","2.4851","2.4847","2.4847","2.4847","2.3915","2.3915","2.3915","2.7703","2.7703","2.7703"
"6410","2.4853","2.4853","2.4853","2.489","2.489","2.489","2.4856","2.4856","2.4856","2.4852","2.4852","2.4852","2.3909","2.3909","2.3909","2.7696","2.7696","2.7696"
"6420","2.4849","2.4849","2.4849","2.4886","2.4886","2.4886","2.4852","2.4852","2.4852","2.4848","2.4848","2.4848","2.3902","2.3902","2.3902","2.7705","2.7705","2.7705"
"6430","2.4845","2.4845","2.4845","2.4881","2.4881","2.4881","2.4847","2.4847","2.4847","2.4844","2.4844","2.4844","2.3904","2.3904","2.3904","2.7704","2.7704","2.7704"
"6440","2.4842","2.4842","2.4842","2.4879","2.4879","2.4879","2.4845","2.4845","2.4845","2.4841","2.4841","2.4841","2.3909","2.3909","2.3909","2.7712","2.7712","2.7712"
"6450","","","","","","","","","","","","","2.3911","2.3911","2.3911","2.7713","2.7713","2.7713"
"6460","","","","","","","","","","","","","2.3914","2.3914","2.3914","2.771","2.771","2.771"
"6470","","","","","","","","","","","","","2.3917","2.3917","2.3917","2.771","2.771","2.771"
"6480","","","","","","","","","","","","","2.3914","2.3914","2.3914","2.7707","2.7707","2.7707"
"6490","","","","","","","","","","","","","2.3914","2.3914","2.3914","2.7707","2.7707","2.7707"
"6500","","","","","","","","","","","","","2.3915","2.3915","2.3915","2.7705","2.7705","2.7705"
"6510","","","","","","","","","","","","","2.3916","2.3916","2.3916","2.77","2.77","2.77"
"6520","","","","","","","","","","","","","2.3914","2.3914","2.3914","2.7699","2.7699","2.7699"
"6530","","","","","","","","","","","","","2.3912","2.3912","2.3912","2.7692","2.7692","2.7692"
"6540","","","","","","","","","","","","","2.3912","2.3912","2.3912","2.7691","2.7691","2.7691"
"6550","","","","","","","","","","","","","2.3909","2.3909","2.3909","2.7687","2.7687","2.7687"
"6560","","","","","","","","","","","","","2.3907","2.3907","2.3907","2.7681","2.7681","2.7681"
"6570","","","","","","","","","","","","","2.3909","2.3909","2.3909","2.7684","2.7684","2.7684"
"6580","","","","","","","","","","","","","2.3906","2.3906","2.3906","2.7684","2.7684","2.7684"
"6590","","","","","","","","","","","","","2.3903","2.3903","2.3903","2.7684","2.7684","2.7684"
"6600","","","","","","","","","","","","","2.3458","2.3458","2.3458","2.7688","2.7688","2.7688"
"6610","","","","","","","","","","","","","2.3246","2.3246","2.3246","2.7688","2.7688","2.7688"
"6620","","","","","","","","","","","","","2.3184","2.3184","2.3184","2.7686","2.7686","2.7686"
"6630","","","","","","","","","","","","","2.3149","2.3149","2.3149","2.7683","2.7683","2.7683"
"6640","","","","","","","","","","","","","2.3101","2.3101","2.3101","2.7685","2.7685","2.7685"
"6650","","","","","","","","","","","","","2.3129","2.3129","2.3129","2.7682","2.7682","2.7682"
"6660","","","","","","","","","","","","","2.3178","2.3178","2.3178","2.7676","2.7676","2.7676"
"6670","","","","","","","","","","","","","2.3155","2.3155","2.3155","2.7679","2.7679","2.7679"
"6680","","","","","","","","","","","","","2.3235","2.3235","2.3235","2.7676","2.7676","2.7676"
"6690","","","","","","","","","","","","","2.3284","2.3284","2.3284","2.768","2.768","2.768"
"6700","","","","","","","","","","","","","2.3277","2.3277","2.3277","2.7674","2.7674","2.7674"
"6710","","","","","","","","","","","","","2.3271","2.3271","2.3271","2.7678","2.7678","2.7678"
"6720","","","","","","","","","","","","","2.328","2.328","2.328","2.768","2.768","2.768"
"6730","","","","","","","","","","","","","2.3268","2.3268","2.3268","2.7676","2.7676","2.7676"
"6740","","","","","","","","","","","","","2.3262","2.3262","2.3262","2.7677","2.7677","2.7677"
"6750","","","","","","","","","","","","","2.3242","2.3242","2.3242","2.768","2.768","2.768"
"6760","","","","","","","","","","","","","2.3226","2.3226","2.3226","2.7678","2.7678","2.7678"
"6770","","","","","","","","","","","","","2.322","2.322","2.322","2.7672","2.7672","2.7672"
"6780","","","","","","","","","","","","","2.3217","2.3217","2.3217","2.7673","2.7673","2.7673"
"6790","","","","","","","","","","","","","2.3232","2.3232","2.3232","2.7672","2.7672","2.7672"
"6800","","","","","","","","","","","","","2.3234","2.3234","2.3234","2.767","2.767","2.767"
"6810","","","","","","","","","","","","","2.3236","2.3236","2.3236","2.7668","2.7668","2.7668"
"6820","","","","","","","","","","","","","2.3234","2.3234","2.3234","2.7669","2.7669","2.7669"
"6830","","","","","","","","","","","","","2.3238","2.3238","2.3238","2.767","2.767","2.767"
"6840","","","","","","","","","","","","","2.3222","2.3222","2.3222","2.7672","2.7672","2.7672"
"6850","","","","","","","","","","","","","2.322","2.322","2.322","2.7673","2.7673","2.7673"
"6860","","","","","","","","","","","","","2.3218","2.3218","2.3218","2.7674","2.7674","2.7674"
"6870","","","","","","","","","","","","","2.3202","2.3202","2.3202","2.7674","2.7674","2.7674"
"6880","","","","","","","","","","","","","2.3198","2.3198","2.3198","2.7668","2.7668","2.7668"
"6890","","","","","","","","","","","","","2.3207","2.3207","2.3207","2.6935","2.6935","2.6935"
"6900","","","","","","","","","","","","","2.3208","2.3208","2.3208","2.7038","2.7038","2.7038"
"6910","","","","","","","","","","","","","2.32","2.32","2.32","2.6971","2.6971","2.6971"
"6920","","","","","","","","","","","","","2.3196","2.3196","2.3196","2.6976","2.6976","2.6976"
"6930","","","","","","","","","","","","","2.3195","2.3195","2.3195","2.6931","2.6931","2.6931"
"6940","","","","","","","","","","","","","2.3184","2.3184","2.3184","2.6993","2.6993","2.6993"
"6950","","","","","","","","","","","","","2.3189","2.3189","2.3189","2.6969","2.6969","2.6969"
"6960","","","","","","","","","","","","","2.3187","2.3187","2.3187","2.6977","2.6977","2.6977"
"6970","","","","","","","","","","","","","2.3192","2.3192","2.3192","2.7003","2.7003","2.7003"
"6980","","","","","","","","","","","","","2.3186","2.3186","2.3186","2.7013","2.7013","2.7013"
"6990","","","","","","","","","","","","","2.3188","2.3188","2.3188","2.6979","2.6979","2.6979"
"7000","","","","","","","","","","","","","2.3187","2.3187","2.3187","2.6969","2.6969","2.6969"
"7010","","","","","","","","","","","","","2.319","2.319","2.319","2.6971","2.6971","2.6971"
"7020","","","","","","","","","","","","","2.3189","2.3189","2.3189","2.6964","2.6964","2.6964"
"7030","","","","","","","","","","","","","2.3185","2.3185","2.3185","2.6973","2.6973","2.6973"
"7040","","","","","","","","","","","","","2.3188","2.3188","2.3188","2.6972","2.6972","2.6972"
"7050","","","","","","","","","","","","","2.3198","2.3198","2.3198","2.6949","2.6949","2.6949"
"7060","","","","","","","","","","","","","2.3202","2.3202","2.3202","2.6954","2.6954","2.6954"
"7070","","","","","","","","","","","","","2.3206","2.3206","2.3206","2.6939","2.6939","2.6939"
"7080","","","","","","","","","","","","","2.32","2.32","2.32","2.6924","2.6924","2.6924"
"7090","","","","","","","","","","","","","2.32","2.32","2.32","2.6934","2.6934","2.6934"
"7100","","","","","","","","","","","","","2.3196","2.3196","2.3196","2.6959","2.6959","2.6959"
"7110","","","","","","","","","","","","","2.3192","2.3192","2.3192","2.6954","2.6954","2.6954"
"7120","","","","","","","","","","","","","2.3193","2.3193","2.3193","2.6949","2.6949","2.6949"
"7130","","","","","","","","","","","","","2.3194","2.3194","2.3194","2.6945","2.6945","2.6945"
"7140","","","","","","","","","","","","","2.3198","2.3198","2.3198","2.6961","2.6961","2.6961"
"7150","","","","","","","","","","","","","2.3204","2.3204","2.3204","2.6964","2.6964","2.6964"
"7160","","","","","","","","","","","","","2.3204","2.3204","2.3204","2.6948","2.6948","2.6948"
"7170","","","","","","","","","","","","","2.3198","2.3198","2.3198","2.695","2.695","2.695"
"7180","","","","","","","","","","","","","2.3193","2.3193","2.3193","2.6968","2.6968","2.6968"
"7190","","","","","","","","","","","","","2.319","2.319","2.319","2.6963","2.6963","2.6963"
"7200","","","","","","","","","","","","","2.3192","2.3192","2.3192","2.6954","2.6954","2.6954"
"7210","","","","","","","","","","","","","2.319","2.319","2.319","2.696","2.696","2.696"
"7220","","","","","","","","","","","","","2.3189","2.3189","2.3189","2.6965","2.6965","2.6965"
"7230","","","","","","","","","","","","","2.3192","2.3192","2.3192","2.6962","2.6962","2.6962"
"7240","","","","","","","","","","","","","2.3193","2.3193","2.3193","2.6963","2.6963","2.6963"
"7250","","","","","","","","","","","","","2.3189","2.3189","2.3189","2.6958","2.6958","2.6958"
"7260","","","","","","","","","","","","","2.3195","2.3195","2.3195","2.6953","2.6953","2.6953"
"7270","","","","","","","","","","","","","2.319","2.319","2.319","2.6953","2.6953","2.6953"
"7280","","","","","","","","","","","","","2.3186","2.3186","2.3186","2.6948","2.6948","2.6948"
"7290","","","","","","","","","","","","","2.3184","2.3184","2.3184","2.6949","2.6949","2.6949"
"7300","","","","","","","","","","","","","2.3185","2.3185","2.3185","2.6944","2.6944","2.6944"
"7310","","","","","","","","","","","","","2.3184","2.3184","2.3184","2.6954","2.6954","2.6954"
"7320","","","","","","","","","","","","","2.3188","2.3188","2.3188","2.6957","2.6957","2.6957"
"7330","","","","","","","","","","","","","2.3187","2.3187","2.3187","2.6955","2.6955","2.6955"
"7340","","","","","","","","","","","","","2.3187","2.3187","2.3187","2.6952","2.6952","2.6952"
"7350","","","","","","","","","","","","","2.3188","2.3188","2.3188","2.6955","2.6955","2.6955"
"7360","","","","","","","","","","","","","2.319","2.319","2.319","2.6951","2.6951","2.6951"
"7370","","","","","","","","","","","","","2.3192","2.3192","2.3192","2.6954","2.6954","2.6954"
"7380","","","","","","","","","","","","","2.3191","2.3191","2.3191","2.6963","2.6963","2.6963"
"7390","","","","","","","","","","","","","2.3188","2.3188","2.3188","2.6954","2.6954","2.6954"
"7400","","","","","","","","","","","","","2.3184","2.3184","2.3184","2.6959","2.6959","2.6959"
"7410","","","","","","","","","","","","","2.3178","2.3178","2.3178","2.6958","2.6958","2.6958"
"7420","","","","","","","","","","","","","2.3176","2.3176","2.3176","2.6961","2.6961","2.6961"
"7430","","","","","","","","","","","","","2.3183","2.3183","2.3183","2.6968","2.6968","2.6968"
"7440","","","","","","","","","","","","","2.3177","2.3177","2.3177","2.6968","2.6968","2.6968"
"7450","","","","","","","","","","","","","2.3173","2.3173","2.3173","2.6969","2.6969","2.6969"
"7460","","","","","","","","","","","","","2.3173","2.3173","2.3173","2.697","2.697","2.697"
"7470","","","","","","","","","","","","","2.3178","2.3178","2.3178","2.6963","2.6963","2.6963"
"7480","","","","","","","","","","","","","2.3178","2.3178","2.3178","2.6964","2.6964","2.6964"
"7490","","","","","","","","","","","","","2.3177","2.3177","2.3177","2.6962","2.6962","2.6962"
"7500","","","","","","","","","","","","","2.3175","2.3175","2.3175","2.696","2.696","2.696"
"7510","","","","","","","","","","","","","2.3181","2.3181","2.3181","2.6963","2.6963","2.6963"
"7520","","","","","","","","","","","","","2.3177","2.3177","2.3177","2.6961","2.6961","2.6961"
"7530","","","","","","","","","","","","","2.3173","2.3173","2.3173","2.6955","2.6955","2.6955"
"7540","","","","","","","","","","","","","2.2449","2.2449","2.2449","2.6961","2.6961","2.6961"
"7550","","","","","","","","","","","","","2.2533","2.2533","2.2533","2.6967","2.6967","2.6967"
"7560","","","","","","","","","","","","","2.2396","2.2396","2.2396","2.6963","2.6963","2.6963"
"7570","","","","","","","","","","","","","2.2545","2.2545","2.2545","2.6957","2.6957","2.6957"
"7580","","","","","","","","","","","","","2.2563","2.2563","2.2563","2.6959","2.6959","2.6959"
"7590","","","","","","","","","","","","","2.2589","2.2589","2.2589","2.6959","2.6959","2.6959"
"7600","","","","","","","","","","","","","2.2603","2.2603","2.2603","2.6956","2.6956","2.6956"
"7610","","","","","","","","","","","","","2.2571","2.2571","2.2571","2.6956","2.6956","2.6956"
"7620","","","","","","","","","","","","","2.2563","2.2563","2.2563","2.6956","2.6956","2.6956"
"7630","","","","","","","","","","","","","2.2583","2.2583","2.2583","2.6956","2.6956","2.6956"
"7640","","","","","","","","","","","","","2.2589","2.2589","2.2589","2.6957","2.6957","2.6957"
"7650","","","","","","","","","","","","","2.2602","2.2602","2.2602","2.6959","2.6959","2.6959"
"7660","","","","","","","","","","","","","2.2583","2.2583","2.2583","2.6958","2.6958","2.6958"
"7670","","","","","","","","","","","","","2.2578","2.2578","2.2578","2.696","2.696","2.696"
"7680","","","","","","","","","","","","","2.2588","2.2588","2.2588","2.6956","2.6956","2.6956"
"7690","","","","","","","","","","","","","2.2611","2.2611","2.2611","2.6953","2.6953","2.6953"
"7700","","","","","","","","","","","","","2.2583","2.2583","2.2583","2.6953","2.6953","2.6953"
"7710","","","","","","","","","","","","","2.2588","2.2588","2.2588","2.6951","2.6951","2.6951"
"7720","","","","","","","","","","","","","2.2578","2.2578","2.2578","2.6954","2.6954","2.6954"
"7730","","","","","","","","","","","","","2.2586","2.2586","2.2586","2.6954","2.6954","2.6954"
"7740","","","","","","","","","","","","","2.2605","2.2605","2.2605","2.6958","2.6958","2.6958"
"7750","","","","","","","","","","","","","2.2613","2.2613","2.2613","2.6956","2.6956","2.6956"
"7760","","","","","","","","","","","","","2.2606","2.2606","2.2606","2.6958","2.6958","2.6958"
"7770","","","","","","","","","","","","","2.2595","2.2595","2.2595","2.6957","2.6957","2.6957"
"7780","","","","","","","","","","","","","2.2598","2.2598","2.2598","2.6957","2.6957","2.6957"
"7790","","","","","","","","","","","","","2.26","2.26","2.26","2.6957","2.6957","2.6957"
"7800","","","","","","","","","","","","","2.2606","2.2606","2.2606","2.6962","2.6962","2.6962"
"7810","","","","","","","","","","","","","2.2606","2.2606","2.2606","2.6963","2.6963","2.6963"
"7820","","","","","","","","","","","","","2.2605","2.2605","2.2605","2.6964","2.6964","2.6964"
"7830","","","","","","","","","","","","","2.2616","2.2616","2.2616","2.6964","2.6964","2.6964"
"7840","","","","","","","","","","","","","2.2617","2.2617","2.2617","2.6961","2.6961","2.6961"
"7850","","","","","","","","","","","","","2.2621","2.2621","2.2621","2.6961","2.6961","2.6961"
"7860","","","","","","","","","","","","","2.2622","2.2622","2.2622","2.6961","2.6961","2.6961"
"7870","","","","","","","","","","","","","2.2621","2.2621","2.2621","2.6002","2.6002","2.6002"
"7880","","","","","","","","","","","","","2.2612","2.2612","2.2612","2.6222","2.6222","2.6222"
"7890","","","","","","","","","","","","","2.2611","2.2611","2.2611","2.6244","2.6244","2.6244"
"7900","","","","","","","","","","","","","2.2605","2.2605","2.2605","2.6268","2.6268","2.6268"
"7910","","","","","","","","","","","","","2.2594","2.2594","2.2594","2.6281","2.6281","2.6281"
"7920","","","","","","","","","","","","","2.2588","2.2588","2.2588","2.6261","2.6261","2.6261"
"7930","","","","","","","","","","","","","2.2588","2.2588","2.2588","2.6223","2.6223","2.6223"
"7940","","","","","","","","","","","","","2.2577","2.2577","2.2577","2.6233","2.6233","2.6233"
"7950","","","","","","","","","","","","","2.2585","2.2585","2.2585","2.6308","2.6308","2.6308"
"7960","","","","","","","","","","","","","2.2592","2.2592","2.2592","2.6331","2.6331","2.6331"
"7970","","","","","","","","","","","","","2.2583","2.2583","2.2583","2.6347","2.6347","2.6347"
"7980","","","","","","","","","","","","","2.2591","2.2591","2.2591","2.635","2.635","2.635"
